year	state	employee_position_clean	soc	employee_earliest_year_flag	min_state_year	statefe	stateyr	statefemale	femaleyr	socyr	statesoc	statesocyr	positionyr	stateposition	statepositionyr	socfemale	positionfemale	id	employee_salary_annual	female	employee_id	min_emp_year	log_salary_annual	policy_year	policy_month	treatment
2017	"CA"	"laboratory assistant"	"19-4099"	0	2010	2	14	3	11	2213	555	3760	590676	82341	301570	366	199269	21033.0	37228.8	1	13127397	2018	10.5248375	2019	4	0
2018	"NV"	"family services specialist"	"43-9061"	0	2014	25	178	50	25	6685	9491	62754	451749	226397	897736	1147	151688	1033.0	37228.8	1	13127397	2018	10.5248375	2019	4	0
2015	"CA"	"heavy stationary equipment mechanic"	"49-9041"	1	2010	2	12	3	9	7836	1048	8062	514680	71168	262656	1357	171875	14581.0	21127.6	1	13129587	2019	9.958336	2019	4	0
2018	"GA"	"grade "	"25-3021"	1	2010	6	42	12	25	3155	2153	15149	493248	163869	615949	533	165166	4581.0	21127.6	1	13129587	2019	9.958336	2019	4	0
2019	"NC"	"professional nurse"	"27-2021"	0	2014	20	143	40	26	3521	7658	51038	775376	214512	841577	599	260632	19581.0	21127.6	1	13129587	2019	9.958336	2019	7	0
2017	"CA"	"custodian senior"	"37-1011"	0	2010	2	14	4	24	5325	829	6134	280026	40907	151248	915	95386	23206.0	104019.43	1	13135603	2012	11.546561	2018	7	0
2015	"TX"	"legislative professional"	"47-2131"	1	2014	32	221	64	22	7110	12356	79337	613218	271281	1058087	1225	206223	9171.0	47778.0	0	13136053	2016	10.774321	2017	10	0
2016	"CA"	"maintenance const technician"	"15-1151"	0	2010	2	13	3	10	1049	456	2896	630517	88216	323916	169	211895	14171.0	47778.0	0	13136053	2016	10.774321	2017	10	0
2017	"CA"	"accounting technician"	"43-3051"	0	2010	2	14	4	24	6157	899	6744	7295	3162	14239	1061	2613	19171.0	47778.0	0	13136053	2016	10.774321	2017	10	0
2018	"CA"	"sheriffs sergeant"	"33-3051"	1	2010	2	15	3	12	5024	800	5897	933215	130523	485126	856	312622	8354.0	89073.96	0	13136185	2013	11.418791	2018	7	1
2018	"PA"	"professor"	"25-1194"	0	2014	29	208	57	12	2970	10975	72761	775716	256595	1009393	498	260756	8958.0	28026.0	0	13144279	2013	10.216433	2019	7	0
2014	"CA"	"monitor technician"	"29-2031"	0	2010	2	11	4	21	4260	737	5337	679777	94391	346741	730	227880	19966.0	43841.33	0	13147682	2016	10.688333	2017	10	0
2015	"IA"	"hospital security officer"	"33-9032"	0	2007	7	52	13	9	5079	2724	20576	521765	167719	639901	866	174283	4966.0	43841.33	0	13147682	2016	10.688333	2017	10	0
2017	"MT"	"civil engineerring specialist"	"17-3022"	0	2014	19	135	37	11	1564	7150	48363	203347	207278	820275	259	68906	14966.0	43841.33	0	13147682	2016	10.688333	2017	10	0
2019	"CA"	"caltrans electrical supervisor"	"47-1011"	0	2010	2	16	3	13	6921	962	7320	161063	23358	87045	1187	55103	9966.0	43841.33	0	13147682	2016	10.688333	2017	10	0
2017	"MA"	"research attorney"	"23-2011"	0	2010	13	96	26	24	2525	5167	36039	834489	197102	772531	419	280988	22189.0	47049.6	0	13150829	2013	10.758958	2017	10	0
2018	"NY"	"associate professor"	"17-2031"	1	2011	26	187	52	25	1315	9622	63654	114942	229528	908268	218	39729	2189.0	47049.6	0	13150829	2013	10.758958	2017	10	0
2017	"NE"	"accounting clerk"	"43-3031"	0	2014	22	153	43	11	6137	8381	54969	6430	217138	849929	1056	2328	24076.0	73947.0	0	13152611	2016	11.211103	2017	10	1
2018	"NY"	"director"	"11-9031"	0	2011	26	187	52	25	283	9547	63111	319491	233064	920147	46	108359	19076.0	73947.0	0	13152611	2016	11.211103	2017	10	1
2019	"NJ"	"human services technician"	"21-1093"	0	2010	24	173	48	26	2394	8934	58950	534459	222628	878156	397	178796	4076.0	73947.0	0	13152611	2016	11.211103	2017	10	1
2015	"UT"	"workforce services specialist"	"43-9061"	0	2009	33	232	66	22	6682	13051	85386	1108399	307921	1204298	1147	372362	18920.0	42332.0	0	13153024	2011	10.653298	2017	10	0
2016	"CA"	"administrative aide"	"43-6011"	0	2010	2	13	4	23	6553	932	7049	22769	5893	22343	1127	8297	8920.0	42332.0	0	13153024	2011	10.653298	2017	10	0
2017	"NJ"	"carman"	"53-6051"	1	2010	24	171	47	11	9576	9274	61640	167526	220850	868929	1675	57345	23920.0	42332.0	0	13153024	2011	10.653298	2017	10	0
2016	"NC"	"food service assistant"	"35-3041"	1	2014	20	140	40	23	5268	7738	51456	474268	212236	835847	905	158872	15009.0	61072.22	1	13154851	2012	10.985114	2019	4	0
2016	"CA"	"community services specialist"	"21-1015"	1	2010	2	13	4	23	2295	562	3824	232364	33903	126551	381	79013	22304.0	50028.51	0	13155829	2016	10.820349	2017	10	0
2017	"PA"	"intelligence analyst"	"55-3019"	0	2014	29	207	58	24	9937	11290	74482	563529	255156	1003660	1747	189120	17304.0	50028.51	0	13155829	2016	10.820349	2017	10	0
2019	"CA"	"air conditioning mechanic"	"49-3023"	0	2010	2	16	3	13	7671	1033	7932	39272	8564	31317	1328	14269	2304.0	50028.51	0	13155829	2016	10.820349	2017	10	0
2014	"CA"	"director"	"11-9031"	0	2010	2	11	4	21	279	394	2320	319487	45808	169932	46	108359	14818.0	67094.45	0	13156677	2014	11.118861	2018	9	0
2014	"CA"	"supervisor"	"53-1031"	1	2010	2	11	4	21	9209	1171	9122	995605	140668	521529	1610	334717	507.0	62990.33	0	13161287	2011	11.050736	2017	10	0
2015	"IL"	"correctional officer"	"33-3012"	0	2014	9	64	17	9	4971	3561	26350	260731	172417	666298	848	88828	15507.0	62990.33	0	13161287	2011	11.050736	2017	10	0
2019	"MO"	"intermediate equipment technician"	"49-9062"	0	2014	18	131	35	13	7919	6994	47520	567029	205769	813380	1370	190973	5507.0	62990.33	0	13161287	2011	11.050736	2017	10	0
2014	"CA"	"teachers"	"25-3021"	0	2010	2	11	4	21	3151	638	4488	1028343	146141	541902	533	346057	24176.0	72083.72	0	13163045	2017	11.185583	2017	10	1
2016	"CA"	"middle school teacher"	"25-2023"	0	2010	2	13	3	10	3037	627	4404	675612	93795	344681	510	226492	19176.0	72083.72	0	13163045	2017	11.185583	2017	10	1
2018	"CA"	"bus operator "	"53-3021"	1	2010	2	15	3	12	9300	1179	9198	152907	22098	82451	1625	52254	4176.0	72083.72	0	13163045	2017	11.185583	2017	10	1
2019	"CA"	"nursing attendant"	"31-1014"	1	2010	2	16	4	26	4670	771	5636	695533	96348	353648	800	233396	14176.0	72083.72	0	13163045	2017	11.185583	2017	10	1
2017	"MD"	"corr case management specialist"	"13-2099"	1	2014	14	102	28	24	908	5645	39988	258433	200198	788793	148	88051	23040.0	67422.78	0	13168419	2012	11.124967	2019	7	0
2018	"CA"	"senior office assistant"	"43-4031"	0	2010	2	15	4	25	6226	905	6799	904682	126760	467760	1073	303774	7793.0	96438.8	0	13169279	2019	11.406317	2019	7	0
2014	"GA"	"school food service manager"	"11-9051"	0	2010	6	38	12	21	344	1994	13811	857317	165165	623148	56	288886	4588.0	72644.0	0	13169475	2016	11.193326	2017	10	1
2015	"CA"	"strts util supervisor"	"11-9032"	1	2010	2	12	3	9	293	395	2330	977019	136747	507540	47	328039	9588.0	72644.0	0	13169475	2016	11.193326	2017	10	1
2017	"MI"	"information technician specialist"	"15-1122"	0	2014	16	114	31	11	947	6242	43168	545848	203814	803861	153	182742	14588.0	72644.0	0	13169475	2016	11.193326	2017	10	1
2018	"GA"	"parapro personnel prek"	"25-9041"	0	2010	6	42	12	25	3295	2161	15207	716279	164628	620195	557	240866	15973.0	72644.0	0	13169475	2016	11.193326	2017	10	1
2019	"CA"	"health services representative"	"41-4011"	1	2010	2	16	4	26	5952	881	6597	511604	70751	260911	1025	170891	19588.0	72644.0	0	13169475	2016	11.193326	2017	10	1
2016	"CA"	"teacher santiago"	"25-2011"	0	2010	2	13	3	10	2994	623	4369	1024388	145004	538170	502	344377	9839.0	77330.24	0	13172652	2011	11.25584	2017	10	0
2018	"MI"	"transportation planner"	"19-4061"	0	2014	16	115	31	12	2162	6277	43346	1055465	204182	805477	358	355426	19839.0	77330.24	0	13172652	2011	11.25584	2017	10	0
2019	"MA"	"academic advisor"	"21-1012"	0	2010	13	98	26	26	2261	5147	35841	1473	184861	710876	375	603	4839.0	77330.24	0	13172652	2011	11.25584	2017	10	0
2014	"UT"	"wildlife biologista"	"19-1020"	0	2009	33	231	65	8	1699	12659	81568	1103986	307857	1204000	281	371030	20439.0	83044.0	0	13173520	2016	11.327126	2017	10	0
2015	"CA"	"police officer"	"33-3051"	0	2010	2	12	3	9	5021	800	5894	749894	105115	385413	856	252123	5439.0	83044.0	0	13173520	2016	11.327126	2017	10	0
2016	"NY"	"parking srvs attdnt"	"33-3041"	1	2011	26	185	51	10	5009	9874	65304	720819	240638	944839	854	242353	439.0	83044.0	0	13173520	2016	11.327126	2017	10	0
2017	"GA"	"director"	"11-9031"	1	2010	6	41	11	11	282	1989	13765	319490	163364	613082	45	108358	10439.0	83044.0	0	13173520	2016	11.327126	2017	10	0
2015	"MT"	"park ranger"	"33-9099"	0	2014	19	133	37	9	5128	7311	49186	718970	208460	825056	876	241777	7779.0	67449.06	0	13175487	2012	11.119128	2017	10	0
2018	"PA"	"administrative officer"	"43-6011"	1	2014	29	208	57	12	6555	11164	73828	25068	250365	984184	1126	9111	22779.0	67449.06	0	13175487	2012	11.119128	2017	10	0
2019	"FL"	"systems project analyst"	"15-1111"	1	2014	5	33	9	13	923	1695	11992	1013975	162200	606695	149	340342	12779.0	67449.06	0	13175487	2012	11.119128	2017	10	0
2015	"NY"	"track worker"	"53-7062"	0	2011	26	184	51	9	9688	10184	67353	1046731	246586	965084	1697	352677	8092.0	62823.0	0	13176626	2013	11.133928	2018	7	1
2017	"NY"	"assistant professor"	"25-1199"	0	2011	26	186	52	24	2982	9739	64403	89671	228638	905603	501	30864	5676.0	80645.0	1	13176626	2013	11.346807	2018	7	0
2017	"CA"	"elementary classroom teacher"	"25-2021"	0	2010	2	14	4	24	3017	625	4388	401568	55891	205042	507	134996	19436.0	54275.28	0	13177978	2013	10.904595	2019	4	0
2014	"OH"	"staff specialist"	"19-2032"	0	2010	27	192	54	21	1870	10291	68297	964747	249000	978720	310	324193	9691.0	82399.0	0	13178631	2016	11.319328	2017	10	1
2015	"NY"	"bus operator"	"53-4041"	0	2011	26	184	51	9	9443	10165	67217	152896	230050	910184	1653	52252	14691.0	82399.0	0	13178631	2016	11.319328	2017	10	1
2017	"MO"	"office support assistant"	"43-9061"	1	2014	18	129	36	24	6684	6958	47333	703517	206098	814891	1147	236076	4691.0	82399.0	0	13178631	2016	11.319328	2017	10	1
2018	"IN"	"parole officer"	"21-1092"	0	2014	10	73	20	25	2380	3877	28029	723662	175272	678446	395	243227	24691.0	82399.0	0	13178631	2016	11.319328	2017	10	1
2014	"CA"	"probation officer "	"21-1023"	0	2010	2	11	4	21	2339	566	3860	771263	108505	398819	389	259217	3009.0	37446.84	0	13179009	2014	10.530678	2017	10	0
2015	"GA"	"adjunct faculty"	"25-1051"	0	2010	6	39	12	22	2652	2126	14921	14957	162377	607654	443	5691	8009.0	37446.84	0	13179009	2014	10.530678	2017	10	0
2017	"CA"	"staff analyst"	"13-2031"	1	2010	2	14	4	24	771	434	2690	962243	135372	501888	126	323401	23009.0	37446.84	0	13179009	2014	10.530678	2017	10	0
2018	"AZ"	"corrl education program teacher"	"25-2051"	1	2014	1	5	2	25	3074	149	864	263016	413	2137	517	89598	13009.0	37446.84	0	13179009	2014	10.530678	2017	10	0
2015	"MD"	"faculty msd"	"11-9033"	1	2014	14	100	27	9	306	5616	39815	449754	200473	790188	49	151023	22390.0	51500.0	0	13179081	2016	10.849337	2017	10	1
2017	"PA"	"transportation equipment operator specialist"	"51-9122"	0	2014	29	207	57	11	9015	11256	74309	1055028	258318	1016310	1576	355286	2390.0	51500.0	0	13179081	2016	10.849337	2017	10	1
2018	"PA"	"management technician"	"33-2022"	0	2014	29	208	58	25	4949	11071	73296	637547	255712	1005752	845	213998	12390.0	51500.0	0	13179081	2016	10.849337	2017	10	1
2016	"CA"	"irrigation worker"	"45-2099"	0	2010	2	13	3	10	6820	954	7250	573502	80442	294610	1170	193207	7093.0	50711.0	0	13183943	2016	10.833899	2017	10	1
2017	"NY"	"nursing assistantcert"	"31-1014"	0	2011	26	186	52	24	4668	9849	65114	695496	240237	943516	800	233387	12093.0	50711.0	0	13183943	2016	10.833899	2017	10	1
2018	"CA"	"career service specialist"	"13-1071"	0	2010	2	15	3	12	590	419	2552	166855	24284	90479	95	57103	17093.0	50711.0	0	13183943	2016	10.833899	2017	10	1
2019	"TX"	"correc officer"	"33-3012"	0	2014	32	225	63	13	4975	12201	78456	259264	265725	1039363	848	88335	19053.0	36171.2	0	13184523	2010	10.568569	2018	7	0
2016	"CA"	"management analyst"	"15-1199"	0	2010	2	13	4	23	1075	458	2916	636871	89396	328290	174	213761	15227.0	35508.0	0	13189691	2011	10.477513	2017	10	0
2017	"WI"	"assistant scientist"	"19-1029"	0	2014	36	258	71	11	1751	14384	95030	93323	328531	1285171	289	32104	20227.0	35508.0	0	13189691	2011	10.477513	2017	10	0
2018	"KS"	"trial court clerk"	"43-4031"	0	2012	11	81	22	25	6226	4434	31216	1059196	181514	696626	1073	356552	6798.0	30305.17	0	13190360	2015	10.235496	2018	7	0
2016	"PA"	"psychiatric aide"	"31-1013"	1	2014	29	206	57	10	4654	11056	73209	792819	256737	1009972	797	266663	22163.0	28000.0	0	13195805	2016	10.24385	2018	9	0
2019	"NJ"	"lw clerk"	"23-1012"	0	2010	24	173	48	26	2475	8939	58987	627086	222978	880057	411	210773	18320.0	60823.0	0	13197301	2011	11.113089	2018	7	0
2016	"IA"	"clerk"	"43-9061"	0	2007	7	53	14	23	6683	2811	21551	207791	166691	632646	1147	70610	23151.0	112583.97	1	13199065	2011	11.639136	2018	7	0
2014	"IA"	"revenue auditor"	"11-1011"	0	2007	7	51	13	8	8	2426	17279	842649	169006	648689	1	283834	16415.0	83992.0	0	13201869	2014	11.338477	2017	10	0
2019	"FL"	"government analyst"	"11-1011"	1	2014	5	33	10	26	13	1643	11683	492246	161322	601837	2	164815	21415.0	83992.0	0	13201869	2014	11.338477	2017	10	0
2016	"CA"	"police sergeant"	"33-1012"	0	2010	2	13	3	10	4880	788	5788	751345	105430	386599	833	252621	19073.0	52491.0	0	13202297	2018	10.868397	2017	10	1
2017	"CA"	"senior health care program manager"	"11-9111"	0	2010	2	14	4	24	407	404	2411	896491	125754	463248	66	301239	14073.0	52491.0	0	13202297	2018	10.868397	2017	10	1
2018	"NC"	"professional nurse"	"27-2021"	0	2014	20	142	40	25	3520	7658	51037	775375	214512	841576	599	260632	9073.0	52491.0	0	13202297	2018	10.868397	2017	10	1
2019	"CA"	"senior engineerring technician"	"27-4014"	1	2010	2	16	3	13	3757	691	4956	891493	125114	460375	640	299755	4073.0	52491.0	0	13202297	2018	10.868397	2017	10	1
2018	"CA"	"assistant engineerr"	"53-5031"	0	2010	2	15	3	12	9505	1198	9367	81648	13177	49424	1663	28192	7127.0	21132.8	0	13202566	2016	9.958582	2017	10	0
2019	"TX"	"professor"	"25-1194"	0	2014	32	225	63	13	2971	12050	77598	775717	273737	1067078	498	260756	12127.0	21132.8	0	13202566	2016	9.958582	2017	10	0
2016	"TX"	"maintenance specialist"	"51-4041"	0	2014	32	222	63	10	8348	12429	79718	633599	271484	1058853	1451	212728	6105.0	72644.0	0	13203532	2016	11.193326	2017	10	1
2018	"CA"	"police officer"	"33-3051"	0	2010	2	15	3	12	5024	800	5897	749897	105115	385416	856	252123	21105.0	72644.0	0	13203532	2016	11.193326	2017	10	1
2019	"ME"	"eligibility specialist"	"43-4061"	0	2014	15	110	30	26	6266	6108	42492	403793	202344	798081	1079	135793	1105.0	72644.0	0	13203532	2016	11.193326	2017	10	1
2014	"CA"	"staff services manager"	"43-1011"	0	2010	2	11	3	8	6060	891	6674	964666	135662	503168	1044	324165	18289.0	103522.0	0	13204568	2014	11.54754	2017	10	0
2016	"TX"	"graphic designer"	"43-9031"	1	2014	32	222	63	10	6644	12324	79160	496413	269551	1051939	1140	166219	8289.0	103522.0	0	13204568	2014	11.54754	2017	10	0
2018	"FL"	"correctional officer"	"33-3012"	0	2014	5	32	9	12	4974	1847	12867	260734	160763	598964	848	88828	23289.0	103522.0	0	13204568	2014	11.54754	2017	10	0
2019	"CA"	"supervising clerk"	"27-4032"	0	2010	2	16	3	13	3803	695	4992	990506	139866	517206	648	333367	13289.0	103522.0	0	13204568	2014	11.54754	2017	10	0
2018	"TX"	"administrative assistant"	"11-3011"	0	2014	32	224	64	25	125	11833	76355	23055	260924	1023655	20	8403	2845.0	135979.0	0	13205729	2016	11.820255	2017	10	0
2019	"GA"	"senior manager "	"11-9021"	0	2010	6	43	11	13	271	1988	13757	901596	165281	623781	43	302799	12845.0	135979.0	0	13205729	2016	11.820255	2017	10	0
2014	"CA"	"chemist"	"19-2031"	0	2010	2	11	4	21	1860	525	3496	179031	26265	97193	308	61535	8997.0	77809.0	0	13207666	2015	11.256985	2017	10	0
2019	"OH"	"correction officer"	"33-3012"	1	2010	27	197	53	13	4975	10394	69261	259455	248049	971184	848	88400	8072.0	53011.0	0	13207666	2013	10.858999	2019	4	0
2015	"TX"	"education specialist"	"39-7011"	0	2014	32	221	64	22	5720	12252	78738	391375	267798	1045844	985	131780	19594.0	99977.88	0	13208089	2014	11.5205765	2019	4	0
2014	"KS"	"activity specialist"	"39-9032"	0	2012	11	77	22	21	5777	4407	31039	12050	175737	680214	995	4545	24069.0	47476.0	0	13208656	2016	10.76798	2017	10	0
2015	"CA"	"nutritional services clerk"	"35-2021"	0	2010	2	12	4	22	5217	819	6048	698393	96818	355569	895	234300	9069.0	47476.0	0	13208656	2016	10.76798	2017	10	0
2017	"TX"	"program specialist"	"21-1015"	0	2014	32	223	64	24	2296	12002	77325	782882	273914	1067700	381	263195	19069.0	47476.0	0	13208656	2016	10.76798	2017	10	0
2015	"CA"	"head custodian"	"37-1011"	0	2010	2	12	3	9	5323	829	6132	504412	69841	257157	914	168688	5042.0	77604.0	0	13208835	2016	11.259375	2017	10	1
2016	"CT"	"clerk"	"43-9061"	1	2015	3	18	6	23	6683	1319	10030	207791	158044	586053	1147	70610	15042.0	77604.0	0	13208835	2016	11.259375	2017	10	1
2019	"MA"	"social worker"	"43-4051"	0	2010	13	98	26	26	6253	5408	38119	941511	198316	778986	1077	315590	6126.0	57990.4	0	13210659	2012	11.003618	2018	1	0
2017	"CA"	"school nurse"	"29-1141"	1	2010	2	14	4	24	4124	723	5234	857722	120532	442068	705	289022	18766.0	72644.0	0	13211092	2016	11.193326	2017	10	0
2018	"CA"	"administrative assistant"	"43-6013"	0	2010	2	15	4	25	6581	934	7070	23055	5961	22550	1131	8403	13766.0	72644.0	0	13211092	2016	11.193326	2017	10	0
2014	"UT"	"keyboardingbusiness teacher"	"25-2023"	1	2009	33	231	66	21	3035	12766	82655	586973	294728	1150048	511	197954	10830.0	67449.06	0	13212042	2011	11.119128	2017	10	0
2017	"CA"	"special education assistant"	"25-9041"	0	2010	2	14	4	24	3294	649	4588	949959	133411	495545	557	318629	830.0	67449.06	0	13212042	2011	11.119128	2017	10	0
2018	"MD"	"database specialist manager"	"15-1141"	0	2014	14	103	27	12	1012	5649	40009	288232	200259	789124	163	98061	15830.0	67449.06	0	13212042	2011	11.119128	2017	10	0
2019	"NJ"	"program specialist"	"21-1015"	1	2010	24	173	48	26	2298	8926	58880	782884	224025	885594	381	263195	20830.0	67449.06	0	13212042	2011	11.119128	2017	10	0
2015	"CA"	"motorehicle representative"	"43-4031"	0	2010	2	12	3	9	6223	905	6796	681374	94517	347248	1072	228399	7735.0	68946.65	0	13212044	2014	11.1410885	2017	10	0
2016	"SC"	"human services coordinator"	"25-9011"	1	2014	30	212	60	23	3254	11394	75064	533968	258932	1019261	551	178643	17735.0	68946.65	0	13212044	2014	11.1410885	2017	10	0
2017	"FL"	"senior clerk"	"43-9061"	0	2014	5	31	10	24	6684	1909	13225	880496	162007	605633	1147	296276	3281.0	68946.65	0	13212044	2014	11.1410885	2017	10	0
2018	"CA"	"database administrator"	"15-1141"	0	2010	2	15	4	25	1012	453	2868	287798	42006	155429	164	97918	23281.0	68946.65	0	13212044	2014	11.1410885	2017	10	0
2019	"GA"	"school psychologist"	"19-3031"	1	2010	6	43	12	26	1957	2085	14603	858804	165169	623193	324	289337	12735.0	68946.65	0	13212044	2014	11.1410885	2017	10	0
2015	"FL"	"registered nurse specialist"	"29-1141"	1	2014	5	29	10	22	4122	1821	12712	828041	161879	604909	705	278825	10338.0	72065.0	0	13215687	2016	11.185324	2017	10	1
2017	"CA"	"child developmentnstructor"	"25-1192"	0	2010	2	14	4	24	2943	619	4334	196575	28331	105985	495	66755	338.0	72065.0	0	13215687	2016	11.185324	2017	10	1
2014	"NJ"	"family service specialist"	"21-1021"	0	2010	24	168	48	21	2317	8928	58892	451530	222276	876180	385	151631	5546.0	71705.03	0	13217057	2011	11.180316	2017	10	1
2018	"TX"	"child protective service specialist"	"21-1021"	0	2014	32	224	64	25	2321	12004	77338	197538	264690	1035813	385	67089	20546.0	71705.03	0	13217057	2011	11.180316	2017	10	1
2019	"NE"	"childfamily services specialist"	"21-1093"	0	2014	22	155	44	26	2394	8273	54369	199368	217330	850881	397	67657	15546.0	71705.03	0	13217057	2011	11.180316	2017	10	1
2018	"CA"	"correctional officer"	"33-3012"	0	2010	2	15	3	12	4974	796	5859	260734	38236	141357	848	88828	16980.0	54313.48	0	13221337	2018	10.960772	2018	9	1
2016	"CA"	"school secretary"	"43-6014"	0	2010	2	13	4	23	6592	935	7077	859290	120860	443482	1133	289498	17076.0	65535.14	0	13222794	2013	11.090342	2017	10	0
2017	"WA"	"fish wildlife biologist"	"19-1023"	0	2013	35	252	69	11	1738	13789	91455	469602	319491	1252057	287	157501	2076.0	65535.14	0	13222794	2013	11.090342	2017	10	0
2019	"CA"	"instructor"	"25-3021"	0	2010	2	16	3	13	3156	638	4493	558567	78322	288097	532	187447	22076.0	65535.14	0	13222794	2013	11.090342	2017	10	0
2016	"OH"	"correction lieutenant"	"33-1011"	0	2010	27	194	53	10	4867	10386	69179	259426	248047	971161	831	88395	18877.0	56528.0	0	13223015	2017	10.942492	2017	10	1
2017	"CA"	"police service representative"	"43-4051"	0	2010	2	14	4	24	6251	907	6818	751549	105491	386787	1077	252713	13877.0	56528.0	0	13223015	2015	10.978524	2017	10	1
2019	"FL"	"chief probation officermanager"	"11-1011"	0	2014	5	33	10	26	13	1643	11683	191368	160652	598392	2	65161	23877.0	56528.0	0	13223015	2017	10.942492	2017	10	1
2015	"NY"	"accounting assistant"	"43-3051"	0	2011	26	184	51	9	6155	9947	65788	6194	226913	899814	1060	2259	20616.0	59805.55	0	13226772	2015	10.998854	2017	10	0
2016	"NJ"	"conductor"	"53-6061"	0	2010	24	170	47	10	9586	9275	61648	239085	221263	871072	1677	81288	10616.0	59805.55	0	13226772	2015	10.998854	2017	10	0
2017	"CA"	"transportation supervisor"	"53-4031"	0	2010	2	14	3	11	9436	1192	9311	1056158	150330	556638	1651	355658	19621.0	59805.55	0	13226772	2015	10.998854	2017	10	0
2018	"WA"	"patient services specialist "	"43-4051"	1	2013	35	253	70	25	6252	14099	93345	726699	323558	1266375	1077	244444	24621.0	59805.55	0	13226772	2015	10.998854	2017	10	0
2016	"MI"	"general office assistanta"	"31-9092"	0	2014	16	113	31	10	4779	6347	43672	487231	203762	803621	817	163217	3464.0	106820.0	0	13229835	2016	11.5789	2017	10	1
2017	"TX"	"clinical assistant"	"31-9092"	1	2014	32	223	64	24	4780	12186	78367	210863	264806	1036207	818	71610	8464.0	106820.0	0	13229835	2016	11.5789	2017	10	1
2018	"CA"	"library clerk"	"43-4121"	0	2010	2	15	4	25	6317	912	6867	615883	86112	316331	1087	207099	18464.0	106820.0	0	13229835	2016	11.5789	2017	10	1
2016	"TX"	"administrative assistant"	"11-3011"	0	2014	32	222	64	23	123	11833	76353	23053	260924	1023653	20	8403	1156.0	38647.0	0	13229887	2011	10.680516	2018	9	0
2017	"GA"	"principal"	"11-9032"	0	2010	6	41	11	11	295	1990	13775	762559	164797	621142	47	256337	16562.0	51937.5	0	13230860	2015	10.855827	2018	9	0
2017	"UT"	"building maintenance worker"	"51-8031"	1	2009	33	234	65	11	8794	13212	86798	148508	283625	1103739	1534	50789	13116.0	45874.6	0	13232385	2016	10.733666	2018	7	0
2018	"CA"	"equipment operator"	"53-7033"	0	2010	2	15	3	12	9650	1211	9482	425599	59284	217858	1689	143159	8116.0	45874.6	0	13232385	2016	10.733666	2017	10	0
2019	"TX"	"rehab therapy technician"	"29-2054"	0	2014	32	225	64	26	4407	12156	78195	830298	274548	1069923	754	279586	3116.0	45874.6	0	13232385	2016	10.733666	2017	10	0
2016	"CA"	"senior probation officer"	"21-1092"	1	2010	2	13	3	10	2378	569	3892	908713	127340	470436	394	305011	6956.0	70204.0	0	13242167	2016	11.159161	2017	10	1
2017	"GA"	"bus driver"	"53-3022"	1	2010	6	41	12	24	9312	2402	17110	151747	162797	609827	1628	51794	21956.0	70204.0	0	13242167	2016	11.159161	2017	10	1
2018	"GA"	"instructional supervisor"	"11-9032"	0	2010	6	42	12	25	296	1990	13776	557882	164064	617126	48	187194	16956.0	70204.0	0	13242167	2016	11.159161	2017	10	1
2014	"MA"	"assistant professor"	"25-1199"	0	2010	13	93	26	21	2979	5201	36343	89668	186702	719516	501	30864	10778.0	63043.0	0	13243097	2016	11.051572	2017	10	1
2015	"CA"	"custodian senior"	"37-1011"	0	2010	2	12	4	22	5323	829	6132	280024	40907	151246	915	95386	5778.0	63043.0	0	13243097	2016	11.051572	2017	10	1
2016	"MA"	"laborer"	"53-7064"	0	2010	13	95	25	10	9712	5586	39634	591553	194600	759418	1701	199546	20778.0	63043.0	0	13243097	2016	11.051572	2017	10	1
2017	"OH"	"correction officer"	"33-3012"	0	2010	27	195	54	24	4973	10394	69259	259453	248049	971182	849	88401	15778.0	63043.0	0	13243097	2016	11.051572	2017	10	1
2019	"TX"	"directorect support prof"	"39-9021"	0	2014	32	225	64	26	5756	12255	78760	365429	267535	1044995	991	123128	778.0	63043.0	0	13243097	2016	11.051572	2017	10	1
2014	"MA"	"social worker"	"43-4051"	0	2010	13	93	25	8	6248	5408	38114	941506	198316	778981	1076	315589	9405.0	51297.0	0	13244594	2016	10.845387	2017	10	1
2016	"MA"	"superintendent"	"51-1011"	1	2010	13	95	25	10	8080	5508	38968	987992	198823	781364	1400	332592	24405.0	51297.0	0	13244594	2016	10.845387	2017	10	1
2018	"CA"	"staff services analyst general"	"43-1011"	0	2010	2	15	4	25	6064	891	6678	964604	135652	503123	1045	324145	19405.0	51297.0	0	13244594	2016	10.845387	2017	10	1
2019	"CA"	"water management specialist"	"13-2099"	0	2010	2	16	3	13	910	445	2794	1093753	155169	574902	147	367956	4405.0	51297.0	0	13244594	2016	10.845387	2017	10	1
2015	"CA"	"fire engineerr"	"33-2011"	0	2010	2	12	3	9	4922	792	5819	463619	64503	236630	840	155649	16133.0	66294.8	0	13248897	2011	11.101867	2017	10	1
2018	"NE"	"recreation manager"	"11-9039"	0	2014	22	154	43	12	322	8178	53828	821978	218274	855590	51	276831	11133.0	66294.8	0	13248897	2011	11.101867	2017	10	1
2019	"GA"	"education program specialist"	"11-9031"	1	2010	6	43	12	26	284	1989	13767	391074	163472	613745	46	131682	6133.0	66294.8	0	13248897	2011	11.101867	2017	10	1
